tweet,label
195,"OMG CAN SOMEONE ARREST HER ALREADY?! I'M SO SICK OF HEARING HER CONSPIRACY THEORY LIES BEING SPEWED OUT FREELY! UKRAIN IS A DEEP STATE PROXY WAR! They made putin to in because of their genocides and their Bioweapon labs!
 https://t.co/tDF2fyBBLu",0
196,"VP’s generals turning on tyrant over Ukraine disaster https://t.co/sS7kFpPqo4 Army generals want 2 be let off the leash 2 storm Ukraine & even go 2 war w Nato after accusing the West of fighting a proxy war against Moscow via its support 4Kyiv
RU thrown almost everything @ Ukrain",0
197,"@JamesMchutchie2 @KyivIndependent Putin's demand from start was to avoid joining NATO. Not gaining land. Even after 3 days war started ge was still asking Ukrain to drop idea of joining NATO.
U guys made up hes looking for land. Think twice n watch news carefully when war started.",0
198,@WashTimes So all a corrupt gov country has to do to get our money is stage a war and point the finger at Putin? So basically we're paying Ukrain bk for what they paid Biden crime family?,0
199,"@Joe31753671 @boorveen @nicholadrummond Russia State sanctioned war crime is different from isolated incidence of crimes committed by members of Ukrain volunteer battalions in Donbas! Don't lump both together and say ""war crimes committed by both sides"" That is tradecraft of Putin cock sucking propagandists and trolls!",-1
200,"@gyorizoltan01 @BBCWorld Bahahahahahahaha, provoke Putin? WTH do you mean? No one provoked the mad man and war criminal. Putin doesn't calls the riles in Ukrain or another country he leveled and killed innocent women, children & men. GTFO!",-1
201,#NATO Propaganda on how to fight #Putin's war. The Misinformation Cell is dedicated to supporting  #Ukrain in the information war. Through coordinated response we can arm the communications with information they need to fight back. Must Download report. https://t.co/IyM3vsczdb,1
202,"@SkyNews 2/2 all died whit gas Russian and Chechens for not yelding to any request 
Putin was war criminal EVEN BEFORE, so why do business whit him and yhe oligargarchs and poket theyr money? Why is only Ukraina so important? Are the Chechens and Syrian peoples less important than Ukrain?",0
203,"@BBCWorld What foreign intervention means, someone should explain this to Putin, Ukrain gov is a poppet and they are not only putting their own people at risk they pushing the situation for ww3. We pray for no war in any country just love ❤️ we have suffered the most by Taliban and US.",1
204,@LBC  I think it’s most likely that success in the Anchor war will be for Ukrain to hold on until Putin dies of whatever illness he has.,0
205,"@darrin_lennon @elonmusk But the Nato wont allow Ukrain to join, because that would provoke Putin to start shit. If the Nato members would fund the war, Putin could use that as a reason to start a war against the Nato. Maybe even countries like China would see that funding as a valid reason for that War",0
206,"@darrin_lennon @elonmusk You know, if Elon Musk would actually give Money to Ukrain, he would just provoke Putin to actually start WW3 and press the Button. The Ukrain War is very a delicate Situation. If it would've been so simple like you imagine, Ukrain would just join the Nato",0
207,"Dear @SwedishPM ! This is shameful!!! This human product - fan of putin & war in ukrain, rapes of innocent womans, of killing Ukrainians etc should immediately deported!!! https://t.co/c0GiIHARhQ",-1
208,"@GonzaloLira1968 They fail, like they fail in 2014 to take all the donbass .
That's why nobody wanted to negociate and them biden put the trap and putin fell in.
The biden war in Ukrain.
The pull backs was russian victory.
Or another version of retreat.
We never retreat we do uturn and advance.",1
209,"@Ybretsae @ukraine_world @crazyklyopa If Putin is the problem, the war will never started. The problem is Biiden. He will never answer about that. He will never say the word""Peace in Ukrain"". He's hidden behind ""democracy and freedom and want to destroy Russia. True Ukrain has to stand-up and take USA away.",0
210,@SiobhanBenita Cheaper burning EU flag while Brussels supports #Putin war against #Ukrain.,0
211,"@GerlingDieter @RedWingGrips The ukrain is an inevitable defeat. Like a sitting duck. The us shouldn’t waste more money on a useless war effort to uphold a system that is riddled in corruption. Wasteful spending by the fed, force zelensky to the table with Putin.",1
212,"@ABCPolitics ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
213,"@ABCWorldNews ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
214,"@TheView @ambermruffin ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
215,"@mgb5000 @PLnewstoday recoded everything what ukrain and azovs did it Mariupol ,, so cut the crap, everybody knows west is a hypocritical lie with no values ..putin is evil ya but you are in no position to judge ,,your govts has equal responsibility for this war",0
216,Dear putin #Russia #Putin I have a suggestion for you Nd your army .. please arrest or kill #Ukraine️ president aur seal all the board which connect to other country... If Ukrain didn't get any kind of aid aur relife matterial the war will be end soo #russiawin #indiawithrussia,0
217,The people live in #ukrain can very fear the #Russian steps for the war with the handout and    the president of #Russia says it will use nuclear the Ukrainian people crowded around roads again the action of putin,1
218,"If #Russia feels that they are going to Defeat in War with #ukrain, Russia definitely take a huge step as warned by #Putin

 #3rdWorldWar 

Global leaders think and avoid that situation. 

#SarvejanaSukhinoBhavantu

@narendramodi
@WhiteHouse @GOVUK @GermanyNATO @japan",0
219,"https://t.co/2A7PaL49YO
This is the Joker ukrain thinking they can Push Putin our little do they know that Putin already win the war just playing around now that country is toast .
And if his friend from un can't get a deal no cease fire that will give Joker Time to rearm nyc",0
220,"@michelnalunva @MichailKirkov @KyivIndependent @ZelenskyyUa You are not much clever if you think that anyone can win a war. In a war all loose. And Putin the policeman 👮‍♂️ that pushed Russia to this war, the biggest country in this world, to gain some square meters of UKRAIN is loosing money, people, material and respect.",0
221,"@BEERG The Ukraine war is more likely to strengthen the EU  - fyi: 

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…",0
222,"https://t.co/6cuL4Oromy
Beto co NY. putin war. The west not to visit Kiv and any western leader shall be a target and will be fire upon a war in in progress anyone going to Ukrain is warn now is not a good time 
Putin try to Bomb the two us  diplomats who decided to go he miss",0
223,"@SenWarren ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
224,"ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up! https://t.co/uyCBrrNqvK",0
225,"@CBSNews ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
226,"@PIX11News ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
227,"@ABC ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
228,"ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
229,"ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up! https://t.co/n2XkDopdIM",0
230,"@CNN ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
231,"@MSNBC ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You think he care about starting a nuclear war. Wake up!",0
232,"@TheDemocrats ATT; This war defending UKrain. Could lead to nuclear War! Warns Putin!! Think about it, at the cost of re-setting the world! For the New World Order, Here's a man that cares not about killing innocent people and children, You he care about starting a nuclear war. Wake up!",0
233,"@POTUS Putin is punishing Ukrain! We have seen US killing an Army general of Iran with a Missile without an active war, just for ""Saying some bad things about America"".
So shut up about Russia. They are too saving the interests of their own country.",0
234,#Lavrov says it’s proxy war by NATO. Does he not realise it’s war between democracy and autocracy ( Dictatorship). So what should world do sit down and let you grab #Ukrain without their consent. If #Putin is so sure why doesn’t he release #Navalny and have fair elections.,0
235,@TuckerCarlson @DrLiMengYAN1 To support Putin and Russia’s war on “Nazi” Ukrain? 😂,0
236,"@Fio_edwards Yes Fiona, the Ukrain war was meticulously planned by the US and UK joint efforts.
I think Putin knew that the Anglo pair was doing, setting up a trap. The Russian calculation was, "" We can do it!""",0
237,"@visegrad24 How can Russia ever hope to break these people, they are so strong and united. Putin's war for what, just to kill, ukrain fight for freedom, something the Russians will never have or even understand.  Slava Ukraine and I hope these children can now start to live again. Love to u.",1
238,"@Bitcoinbro10 @elonmusk Its so hard to putin fans in the world , especially in Indonesian. But its a good news for us hwo didnt like the war. 
We hope, @elonmusk  using tweeter  gainst putin and help ukrain people✌️",1
239,"Analysts suggesting Putin may use unconventional weapons to win war in Ukrain.
https://t.co/UbIenmXAvA",0
240,"@Reuters We are all loosen Ukrain should've done more to prevent this war
#Putin Out",0
241,"@ldhauwe @RALee85 Luc,we all can not be stupid as Vladimir Putin.. Ukrain invasion by Russia is unacceptable.But the international communities to put their eggs in one basket because of the reasons to stop Russian invasion was a matter of concern.Ammunitions supplying to Ukraine would not stop war",0
242,"No not at all!!!🤢
Ukrain is a globalistical lead country!!!
And could end the war right now, by talking with Putin!!!😎 https://t.co/mRwIyz58qC",1
243,"@selena7600 @ukraine_world Putin is not your problem. Ask to Zelensky why is he humiliating Russia while he knows the true? War is not a comedy. War is war even God knows that. Zelensky provocated war, Ukrain see war. Full stop. If you want peace ask to Zelensky. Stop moaling like cat",-1
244,"@christian17_3 @Wojtek_44 @AndrewDalek Putin'troll Chrus this is  u employe Putin'murderers committed criems on civil in Syria and Assa d butcher own nation who use chemical weapon (mot U.S.), German who broken EU sanction 2014 after rus'agression on Ukrain supplie putin'armie https://t.co/pwLQd5m7Lg",0
245,"@christian17_3 @Wojtek_44 @AndrewDalek Putin'troll Chrus this u employe Putin'murderers committed criems on civil in Syria and Asad butcher own nation who use chemical weapon, German who broken EU sanction 2014 after rus'agression on Ukrain supplie putin'armie https://t.co/pwLQd5m7Lg",0
246,"@ALongPlayer @Kasparov63 Djokovic hi only think about competition and play tennis that’s it!He don’t know about war in ukrain and who is Putin, he only think about TENNIS that’s all. Poor guy he only think in his world of glory! But if Putin throw one boom when someone is playing tennis he will be angry",0
247,"@ChemaAnsar @Kasparov63 Hi only think about competition and play tennis… that’s it!He don’t know about war in ukrain and who is Putin, he only think about TENNIS that’s all. Poor guy he only think in his world of glory! But if Putin throw one boom when someone is playing tennis he will be angry",0
248,"@Kasparov63 Djokovic hi only think about competition and play tennis… that’s it!He don’t know about war in ukrain and who is Putin, he only think about TENNIS that’s all. Poor guy he only think in his world of glory! But if Putin throw one boom when someone is playing tennis he will be mad",0
249,"@FoxNews Biben biggest mistake
Adding fuel to the war in UKRAIN 
He should champion the peace process.
Instead he is playing war games with Putin at the expense of the Ukranian people.",0
250,"@POTUS @EmmanuelMacron If Biden initiates peace solution it will help his popularity more than the bombs and bullets he send to Ukrain.
He is playing war games with putin at the expense of Ukrain and its people.",0
251,"@HandyMZ65 @robotoasterdev @NikaMelkozerova Putin's Nazi Wagner Group? Is that a rock band? Show me, I can show you your Ukrain's swastikas in the meantime if you want. But no, how come Putin being a NAZI? I know him, he despises Nazism. He ADORES his country, no way he can be Nazi. His dad and brother I died in the war.",0
252,@MailOnline Putin  is solid man hw shall come out of war with what he wants. No NATO IN UKRAIN. NO CHEMICAL PLANTS. NO NUCLEAR WARHEADS  AT HIS DOORSTEP,0
253,Serious Question: if Putin 'buys the farm' what happens with Russia's on going war with Ukrain ??,0
254,Don't hold your breath. Until Putin has been delivered to the Hague to face all his War Crimes and Russia removes themselves completely from the Ukrain can any conversation about easing restrictions can begin. Case by case. https://t.co/LSVuxvX2HU,0
255,@SvendObylski @nexta_tv What has gassing people in WWI and WWII by germans to do with Ukrain war? Thats fucking 100 years ago! Poland was for oder 40 years communist and was acting with his own people like Russia today and nobody cares about it today. Stop living in history like Putin does!,0
256,"@TraderStf I know that Wagner is Putin, i know before this war against Ukrain. I don’t give a fuck about them (Putin and wagner) but am talking about the murder of population in africa",-1
257,@davidkurten Are u paid idiot or usefull one justify Putin'murderers of ukrainia'civil by few peny. Ukrain suverign statehood guaranted by GB U.S. who fight for u freedom too . WWII u try avoid but u get war too & Shame! Poland made diversity get cheaper gas & oil price then putin'bloody one.,-1
258,"https://t.co/k0jGHcEybE

Self respect shouldn't be compared with ego. Despite of the arms, there Russians who might go against the war. What are sanctions if there is no life.2",0
259,"@StateDept @POTUS Unfortunately, the Azov Sea is henceforth a purely Russian sea. And they have successfully joined Crimea to Donbass. They are threatening to cut off Ukrain from the black Sea. If this is not a success, what is it? Putin never said he wanted all of Ukrain! Promote peace, not war.",1
260,@MarcoSmileP @nexta_tv Its putin that is starting world war 3 he wants to bring the old russia back the sssr back u think its only ukrain that was part of the sssr ? And he is still in power russian people dont have a choice about this he has manipulated his presidency all this time and he will continu,0
261,"@mrsorokaa That poor family would be alive if the US did not start the war & Ukrain started the genocide on their behalf.
Zelensky and the Ukrainian government are the scumbags.  Putin may benefit from visiting a church,
Zelensky on cocaine kills its own people.",-1
262,"What’s motivating #RussianOrthodox #Patrarch #Kirillmto support #Putin #murderous #unChristian #war in #Ukrain (according to #Cambridge professor #OlenkaPevny)🤦‍♂️👇

https://t.co/7HYejDDgIo",-1
263,"@vnicolici @jcokechukwu Before this war fully started Putin encouraged Ukrainian military to seize power from zelensky.  That was a wise call but Ukrain military does not understand a thing.
They choose the part of destruction.  Now look at Ukraine. Who's winning and who's at loss",0
264,"Ukraine's fate to be decided in east and south, says Zelenskyy as Russia outlines war plan - India Today https://t.co/wrDM0C3Fh7",0
265,"@DefenceU @UkrainRussia22 Putin, Zelenski and Biden are all war criminals and blood thirsty.
Putin is the aggressor 
Zekenski the manipulator with big Ego and Biden is playing war games with Russia at the expense of Ukrain and its people.
Think about that!",-1
266,"@olgatokariuk Cant wait for the day when putin and zelensky sits down in court as war criminals like they are, EU stop sending guns and money and ukrain has to start returning everthing EU gave you",0
267,what is happening in ukrain is a ethnic cleansing of innocent Ukrain's/. how much longer until USA/. responds/.it is all ready ww 3/. history shows us all what happens when a new hitler arises/. which all nations said never again/.a war criminal like Putin is just another Hitler.,0
268,"Biden,s one action has taken the whole world in the toughest time. Many small countries will become bankrupt. America & Europe will also suffer the WAR. I request the TOP World leaders to convince Ukrain to compromise with Putin. WAR WILL ONLY DESTROY THE  WORLD...",1
269,@Pam19831 @AnthonyLcas @JoeBiden No war under Trump ANYWHERE. Also Biden warned if Trump wins Ukraine will be attacked. Well. Biden won and Ukrain was attacjed. You have lost all brain cells not to see Putin attacjed Ukraine under Obama & Biden in 2014 & took Crime and now under Biden... morons stick with morons,-1
270,"STUPID ZELENSKY IF NOT REPLACED WORLD WILL FACE NUCLEAR WAR. UKRAIN ALREADY STAND DESTROYED DUE TO FALSE EGO OF A LAUGHTER MAN & HE MAY BECOME CAUSE DESTRUCTION  OF EUROPE & MOSTOF THE WORLDTOO.
DEFEAT OF PUTIN==NUCLEAR WAR",-1
271,@DianeGunty @PammsyB Go ahead and keep voting for the war mongers that allowed Ukrain to happen then. They will just continue to destroy  this country and the world for their own inrichment. Prove me wrong! Putin did not even attempt this while Trump was in office especially  after Syria.,0
272,"@crimlawuk That may become normal esp as insane Johnson ‘I’ll send in the Tanks’ is going to send more military equipment to Ukrain

Putin could retaliate by hitting London with a hypersonic missile to send shockwaves across the EU that he means business and warning to keep out of this war",0
273,"Le Pen funding war against Ukrain.
                        🤝
Putin funding war against EU. https://t.co/vF0BBsCCdB",0
274,"#Zelenski is a puppet of US/NATO/EU
As Zelenski is pushing hard for more support/ weapons from US/ NATO/ EU, hence Putin/ Russia is forced to augment their efforts. As a consequence this develops into a full blown war. This is NOT in the interest of the Ukrain & EU citizens.",-1
275,"Ukraine's fate to be decided in east and south, says Zelenskyy as Russia outlines war plan   https://t.co/bmLvjhpqfT",0
276,@Nigel_Farage @piersmorgan This war in ukrain wouldn't of happened if Donald was in power ..idiots say putin and Donald are pals ...so what..that's a good thing ..only sheep see it as a bad thing ..idiots,-1
277,"@fanamokoena His endgame is Putin death.  West will make sure, they arm Ukrain till Russia regrets even starting a war in another countries",0
278,"It's high time, 
Mr Putin should stop war with Ukrain forthwith and negotiate for peace and tranquility. He not only destroyed its civilians, industries, educational institutions, but also transport system, too; the whole country in dolldrum, worst  than worldwar-ii.",1
279,"In a grim warning to the rest of Europe, Zelenskyy said #Russia’s invasion of #Ukraine was only the beginning and that Vladimir Putin would eventually direct his troops further west to grab other countries. #RussiaUkraineWar 
https://t.co/ish50xpiXK",0
280,"Just because Putin has nuclear war heads, does it mean the whole world should keep quite and watch him destroy a sovereign nation like Ukrain? 🤨 #SomethingIsNotRight",1
281,"@DonLemonTonight Is there some reason that Ukrain doesn't move the war into Russian territory, putting Putin on the defensive? Let Russia feel the pressure. Two countries are at war. Why is it only being fought in one country's territory?",0
282,I’ve noticed that @foxnews  doesn’t show any of the war crimes happening in Ukrain! Is this a way to protect Putin from Americans who may find murdered and raped women and children unforgivable 🤔,0
283,"Ukraine's fate to be decided in east and south, says Zelenskyy as Russia outlines war plan https://t.co/7K9KqqiXBm via @indiatoday",0
284,"@OzKaterji Someone already call me pro-war, why? For wanting peace and for that stand for Ukrain! What the majority of people dont understand  is that putin and the russians only understand one thing; 
Strainght. This war will not be wan with words, only force. Slava Ukraini",0
285,@RaymondLafleur6 @expatua PUTIN starts the war. We will help Ukrain to stop it quick to save lives (Ukrain and Russian) in that completely stupid war,1
286,@PRSundar64 Russia after 58 days of fighting with Ukraine is not getting the intended result bcoz of the US & NATO constantly interfering into the war. A desperate Putin may therefore use nuclear weapons in Ukrain. And if that happens then God save the equity markets across the world.,-1
287,"The whole #Ukrain War by Russia is to ensure Russia has 'harbours that are never frozen solid'.
That has been the dream of Russia and of Putin for many decades. https://t.co/28OnW0L5kr",0
288,"@mtracey Or it could be that Putin exploits Chechn men to fight his war against Ukrain, to minimize Russians casualties.",0
289,"@Forbes He needs to take his to Ukrain, pick up an AK47, and go assassinate Putin, since he is calling for it. FUCK Sean Hannity; war hawk.",-1
290,Russia Putin will lose the war against Ukrain his own inner circle will be planning his assassination and it will come to pass,0
291,We are living in a scary world at this time.  The War between ukrain and Russia is very sad. Many innocent people are losing their lives and family. I have many sleepless nights. On the news i Saw Putin testing a ballistic missile. Make peace not War. @ladygaga @hauslabs https://t.co/F7y41Ge3vP,1
292,"@POTUS @USEmbassyKyiv 
@Russian
@Ukrain 
Please stop this war. End this tragedy. Make room for peace.
Let there be life. Restore harmony and peace in the Land.
Please stop the crises.
@Plaid_Putin
@JoeBiden 
@UnitedNations
@europeanunions
Please spare life's dying at Ukraine.Allow peace",1
293,"Ukraine start and aftermath (provided there's no nuclear WWIII)

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…",0
294,"@JoeBiden You sleepy Biden,if Trump was still the President this war wouldnt have happen. Ukrain are suffering while you are clapping and put blame games on Putin. Putin is a Man strong,believe in himself,lean,focus.",0
295,@ThisIsNuts2468 @PrivlegedWaffle @DonaldJTrumpJr What has sleepy cognative joe don’t in two years besides gas prices higher food prices higher war in Ukrain it’s Putin’s fault that’s right like Joey says,0
296,"Wrong ... Their help will cause more damage of lives & Ukraine. They are setting score against their enemy via you. You will be remembered as American puppet, responsible for destruction of Ukraine.
Go in talks with Putin & end war. Save lives & Ukrain. https://t.co/8b6dBIx2Tu",1
297,"@Biotease @US_FDA The FDA is made of some jokes.  Biden aught to fire their butt.
But again he is so weak
He forgot his job description
He turned to a war monger and playing war games with putin in Ukrain",0
298,"@JoeBiden You are causing more death and pain on UKRAIN by turning our tax dollars to bombs
Stop playing war games with putin at the expense of the Ukranian people
Help promote a peaceful solution uncle Joe!",1
299,"@CorkyChris1 @BloodyAwfulWill @SimplyBest48 @BoardAnglo @1crzydg @miriwood @leggatt_karl @djrogerramjet @AnonymousRexius @wirt_dan @jasoneclarke @josephstitman @not3bad @CrierStone @Bender1Benda @gbazov @Sylwia01574152 @OnlyWongs @ScottsonAyden @BruceTh48823876 @us_ignorance @JoeBro20802650 @1bakedpotato @tounkirine @CTrekur @gpovanman @MalatestaCarina @RichardJBardon @przidnt1 @Gohahwei1 @Putin_Potatoes @5thSu @BogiZemlya @NovichokRossiya @TTommi71 @FabioORibeiro @peterpobjecky @kambrone64 @Chahuapa @gitoutavet You are bias to, and you aren't open minded a bit,actually worse then me, you only belive what they have been feeding you to belive...In this war I see slaughtering, people getting taped on trees and the abused,they killed a journalist that was in Ukrain,origin Chile...",-1
300,"@newsmax Biden is escalating the war with bombs using our tax dollars.
He does not give a darn about Ukrain, he is playing war games with putin.
Wake up America this is the truth.
Biden should be promoting peace not war."
301,"#TRUMP2024 

With Trump as president
there was no war in Ukrain!
Putin and Trump respected
each other! 
Trump is fair and is not
playing ""Deep state games"" https://t.co/xIYBityFMD"
302,@SecBlinken @OAS_official US is not interested to end 3 rd party  war in Ukrain which was foisted by West n long defunct EU  defence org of  NATO on Russia .The Archbishop of  Kyev n Mosco in presence of President  Putin can hv widely telecast Church  Congregational prayers 2 end  WWar III n destruction
303,@KOSDANYLO @_AfricanSoil Hey wena jou https://t.co/P2AVcGlban dont see that America n Britain are providing weapons to prolong the war to sacrifice Ukrainians military n Civilians in order to check what weapons Russia has? Why cant Ukrain give Putin what he wants so people will stop dying....Blacksam
304,Brave soldier with wise words. I pray he returns safely to his family. Love your neighbor as yourself. Putins war is wrong. Putin kills Russians all over Ukrain. God sees. https://t.co/lSaLBkgfHj
305,"I agree with Andrei Illarionov words, ex advisor of Putin, that stopping getting oil from Russia would end the Ukrain war within one or two months. But in Europe we all suffer from governments without 'balls'! ' No gut's, no Glory'"
306,@eNCA he must tell putin to stop the war in ukrain
307,"@AJEnglish I said to Mr.putin plz make and keep continue your strike fast and spread devastation around Ukrain . Falling bombard voive must be hear in Israel.
But...
I am against the war."
308,"Durangocide! ‘I Don’t Want a War. But I Don’t Want to Sit Here’: 10 Americans on Ukraine @BY YARA BAYOUMY AND ADRIAN J. RIVERA In Times Opinion’s latest focus group, 10 Americans talked about Vladamir Putin, Volodymyr Zelensky and where the war in Ukrain… https://t.co/ssv3MzIN3C"
309,"@LygerosMichael @ubgen @heyhelloirene No,but ukrain has nazibatallions And who is the boss of the army?
Right the president
Altho he is a jew  he is not to be trusted
Neither is putin
This war never should have happened
But a country with nazibatallions is sick"
310,"Hello White chauvinist west,
Indian PM Modi individually spoke to Putin & Zelnsky & appealed for peace!
What you did?
Poured oil in the already raging fire by pumping in massive quantities of weapons into Ukrain to prolong the war & get more innocents killed & you leture India?"
311,@flashcrpt @Temujin308 @HISTROIKA @lapatina_ Ukrain is getting destroyed thua is the fact not a crap both the sides are involved in the destruction of Ukrain wether it is Putin or Biden and Zelenski and NATO when there was time to avaoid war no body cooperated now every one is contributing in the destruction of Ukrain
312,"@jasonorton420 @flexghost1 Biden has done an incredible job with the war in Ukrain. He’s made his point about Putin without dragging us into the war, as well as strengthen our ties with our allies, who hated us after TFG. He also introduced an infrastructure bill that will create jobs."
313,"@Reuters a bad move. what's in need is not money to make the war continue, but push Putin to make the war stop!  Zelensky needs to sallow pride to settle with Putin, not to appeal the media to get more weapons.
the result of this war-financing shall be painful for Ukrain & the whole world"
314,Do it get nato n EU protection it will have Putin pee in his pants. He can’t even handle a war against Ukrain let alone nato or EU https://t.co/FZw9lLMDCp
315,"@jimineuropa @DrRadchenko @bneeditor Strategy should be
1.Bleed Putin as long as war goes on by supplying arms to Ukrain
2. Continue & tighten eco sanctions to the extent that ordinary Russians feel the impact
3. Reach out to Russians with true pic of war.& who is responsible. Repeatedly. Deliver internal revolt."
316,#Syrians are waiting for the #USG to implement the law on Assad's wealth with the same seriousness that the USG are working with the issue of #Russia  #Putin #Ukrain.Will we see double #US standards?Do the US values ​​do’t reach the M. East?& when it arrives just for a new war?
317,@business Fake news by western nations..... no one in Russia is concern about Putin Nukes testing or war in Ukrain
318,"@mitchellreports @McFaul Yes, give Ukrain drones to target Russian missile launchers and artillery. That will stop the bombing. Start calling this the Putin’s “Dumbass War”. Start asking WHY? Is he doing this?"
319,"@heyhelloirene @ubgen Hun, i dont agree that putin started this war
Nazis have to be dealth with
But now innocents suffer,from both sided
This needs to end
I stand not witk ukrain nor russia
I stand with the innocent.victoms"
320,@RealCynicalFox @deepbarot @OlafScholz And Trump himself was being coopted and to leave NATO. Ukrain could have already lost this war if it wasn't for the US now not being led by a Putin puppet. Putin was playing an excellent game of chess to disintegrate the entire West.
321,"@lesiavasylenko of course russia is a terrorist state,  israel too  but everybody doing businss with, russia did in chechynya israil did it in shabra shatila,I was looking then what putin did in grozny bcz russia lost  the  war at first,same tactic they apllied in aleppo & now in ukrain"
322,"@GrandmaCheryl6 Strategically speaking,

Not confronting Putin with the the following ultimatum only strengthens Putin:
1. Tell Putin: Stop the war immediately or we will fully defend Ukraine.

Otherwise, Putin will destroy Ukrain while he holds you & the world hostage.  Issue an ultimatum!"
323,"Deception,deceit, deniel and victimhood are main part Islamic  and Chin jehad.Putin got this formula and  trying experiment with  Ukrain.if he wins war he will lose respect as human.Ussr got the respect,he stood  with liberation of third world putin will be known aggressor"
324,Russia Putin will lose the war in Ukrain and the closest Queen can stick it were the sun does not shine
325,"@Birch71meister @mfa_russia @RusEmbUSA @EmbRusiaMexico @EmbRusNicaragua @RusEmbVietnam @EmbRusPan @AmbasadaRusije @RusEmbassyIraq @RusEmbSyria @RusEmbManila @USEmbRuPress Good day Andrew, I approach life in a neutral way in a nutshell.
With that being said, I am against war crimes and Putin needs to be held accountable.
I would like to see Russia negotiate a deal with Ukrain and the West as they had stated sooner rather than later."
326,"@KyivIndependent I prefer Ukrain region to be occupied by Russia more than to be destroyed like Mariupol. It's important to save lifes. People lifes matter! This slogan has to be published worldwide. We hate war and we know who's responsible: Putin's just iceberg,Biiden's nasty. Zelensky's bait"
327,@FoxNews @TuckerCarlson Yes You want Putin to win the war in Ukrain witch is much worst in my sens. You are helping Russia to obtain Ukrain. This is your main goal. Congratulations for your compassion for poor people.
328,"@ChristopherJM Pray for ukrain to victory this https://t.co/CiKNFGE4NL time for burn & wipe out Putin & while Russian country like they did to Ukraine.
Glory to Ukraine...."
329,@justforfun0044 You forgot to mention how THEY shut down the pipeline so we could be MORE dependent on Russia for oil to fund Putin's war on Ukrain...
330,@BhaavnaArora Go ask ministers   tomorrow  u ask for hitler and putin ukrain 60 days of war  human man slattuer
331,"BRITISH PUBLIC are aware This lot avoid U.K. Taxes, They Pulled The plug on PUTINS AEROFLOT  who were giving GLAZERS £40m a year when The UKRAIN war Broke out They could have Done it When PUTIN SENT his HENCHMEN to poison U.K. CITIZENS but 💵💵 Comes first This FAMILY are RUBBISH https://t.co/rIJnt3FMim"
332,"Any REAL sense of urgency is lacking in Germany (, EU and rest of Europe). Mostly empty words until now.
IT'S A WAR!! INNOCENT PEOPLE ARE KILLED BY PUTIN! IT'S NOT ABOUT UKRAIN ONLY, IT'S ABOUT FREEDOM AND DEMOCRACY!

Do EVERYTHING we can to minimise foss…https://t.co/BYEEChOUSz"
333,@VP i request u to make space to stop on use atom bom pl do it on mr Putin that he should not use atom bom on ukrain at any cost and a ban will be imposed on atom bom not to use it on war only peaceful purpos atom bom can be used it is our duty to stop mr Putin to use it.
